AgeC14intcal;C14Intcal20
2995;-0.160083777
3000;-0.354506186
3005;-0.533000181
3010;-0.535959227
3015;-0.395305589
3020;-0.238720344
3025;-0.146006283
3030;-0.133122782
3035;-0.120268329
3040;-0.043601426
3045;0.112838579
3050;0.253290479
3055;0.297950686
3060;0.246821755
3065;0.163743427
3070;0.048716659
3075;-0.178059902
3080;-0.436784901
3085;-0.519973356
3090;-0.363783928
3095;0.047744515
3100;0.299642482
3105;0.248266165
3110;0.101102785
3115;0.033714104
3120;0.173784073
3125;0.425548771
3130;0.661329195
3135;0.753439476
3140;0.717843143
3145;0.618378339
3150;0.566770598
3155;0.578978657
3160;0.559240512
3165;0.411795751
3170;0.216444451
3175;0.132791391
3180;0.096995234
3185;0.077135311
3190;0.184933963
3195;0.404431653
3200;0.623905403
3205;0.603950197
3210;0.408407372
3215;0.228804134
3220;0.192818368
3225;0.236611929
3230;0.232503739
3235;0.196449344
3240;0.208255203
3245;0.235999052
3250;0.151998855
3255;0.020095151
3260;-0.032028428
3265;-0.03629287
3270;-0.120380211
3275;-0.252369622
3280;-0.224777396
3285;0.058159112
3290;0.45279785
3295;0.703772512
3300;0.938766091
3305;1.173738921
3310;1.344849666
3315;1.420179252
3320;1.383767345
3325;1.267533018
3330;1.135319204
3335;1.003086238
3340;0.886792858
3345;0.834323259
3350;0.81375358
3355;0.745285341
3360;0.628916948
3365;0.448688064
3370;0.284401958
3375;0.152018167
3380;0.05153685
3385;-0.017041834
3390;-0.085638393
3395;-0.186172539
3400;-0.302686172
3405;-0.403255431
3410;-0.455961243
3415;-0.460803609
3420;-0.369899928
3425;-0.151331449
3430;0.162983715
3435;0.397479331
3440;0.392553972
3445;0.148207797
3450;-0.175956329
3455;-0.532056925
3460;-0.760490807
3465;-0.717613369
3470;-0.946079171
3475;-0.663827042
3480;-0.700799156
3485;-1.025071653
3490;-1.125913834
3495;-1.274651382
3500;-1.327641288
3505;-1.029519799
3510;-1.050617765
3515;-1.087690429
3520;-1.076896455
3525;-0.810751496
3530;-0.656341645
3535;-0.517906493
3540;-0.427365112
3545;-0.209155421
3550;-0.342084258
3555;-0.251582778
3560;-0.352618078
3565;-0.613269491
3570;-0.810090738
3575;-1.086728021
3580;-1.15589213
3585;-1.161226074
3590;-1.134653713
3595;-1.251733938
3600;-1.097501247
3605;-0.815597053
3610;-0.661386707
3615;-0.618911469
3620;-0.656247479
3625;-0.61379299
3630;-0.555389338
3635;-0.576798531
3640;-0.853582649
3645;-1.114417605
3650;-1.3114208
3655;-1.284990486
3660;-0.987244065
3665;-0.593745214
3670;-0.248136942
3675;-0.06214127
3680;-0.051719172
3685;-0.248791315
3690;-0.605474463
3695;-0.946206853
3700;-1.14330581
3705;-1.085047398
3710;-0.931036555
3715;-0.872795699
3720;-1.053967839
3725;-1.31494963
3730;-1.528059994
3735;-1.565613065
3740;-1.411650104
3745;-1.177893451
3750;-0.912224109
3755;-0.726362824
3760;-0.62031119
3765;-0.625988281
3770;-0.743395693
3775;-0.940609564
3780;-1.073990078
3785;-0.967971961
3790;-0.622556809
3795;-0.149463132
3800;0.259781547
3805;0.509418732
3810;0.59944619
3815;0.529863921
3820;0.316632258
3825;0.039555108
3830;-0.269448776
3835;-0.530575806
3840;-0.743828218
3845;-0.877282149
3850;-0.930940793
3855;-0.872881885
3860;-0.7829055
3865;-0.676973569
3870;-0.634887764
3875;-0.640686153
3880;-0.678409999
3885;-0.700176703
3890;-0.721948195
3895;-0.807564217
3900;-0.925104099
3905;-0.994766171
3910;-0.984629762
3915;-0.910655208
3920;-0.820723513
3925;-0.874436422
3930;-1.103716201
3935;-1.301078503
3940;-1.179235715
3945;-0.802030769
3950;-0.424827419
3955;-0.255110012
3960;-0.260959474
3965;-0.362570943
3970;-0.496106272
3975;-0.613681267
3980;-0.811061126
3985;-1.088242657
3990;-1.301584446
3995;-1.371283226
4000;-1.393102599
4005;-1.383001304
4010;-1.388861938
4015;-1.378760643
4020;-1.352702205
4025;-1.246840499
4030;-1.077137456
4035;-0.827632741
4040;-0.546207358
4045;-0.280742309
4050;-0.063157305
4055;0.09058684
4060;0.132609283
4065;0.094831012
4070;0.073014033
4075;0.067158506
4080;-0.06637842
4085;-0.327597062
4090;-0.652654808
4095;-0.977710957
4100;-1.19104317
4105;-1.212849775
4110;-1.07505144
4115;-0.873408576
4120;-0.623883113
4125;-0.374354458
4130;-0.108864191
4135;0.076827596
4140;0.055037909
4145;-0.174232613
4150;-0.595025232
4155;-1.031774994
4160;-1.308916624
4165;-1.26684997
4170;-1.033254517
4175;-0.879457543
4180;-0.885260721
4185;-0.986821116
4190;-1.024536982
4195;-0.886684382
4200;-0.573263317
4205;-0.22791839
4210;0.069550641
4215;0.191460143
4220;0.153772208
4225;0.052247404
4230;-0.081193281
4235;-0.230588554
4240;-0.443820217
4245;-0.657047092
4250;-0.742584908
4255;-0.764276598
4260;-0.738080901
4265;-0.648037483
4270;-0.494147939
4275;-0.276410674
4280;-0.10654707
4285;-0.096281064
4290;-0.229651682
4295;-0.458776646
4300;-0.624055485
4305;-0.645683334
4310;-0.555580862
4315;-0.51335301
4320;-0.42323777
4325;-0.253312878
4330;0.012382016
4335;0.278084858
4340;0.43207176
4345;0.458383967
4350;0.37298341
4355;0.239708234
4360;0.122402809
4365;0.228550364
4370;0.494309084
4375;0.680275708
4380;0.754527971
4385;0.81282788
4390;0.855177032
4395;0.929456428
4400;0.971824731
4405;0.854599267
4410;0.561818106
4415;0.157324978
4420;-0.422722251
4425;-0.763354091
4430;-0.657086993
4435;-0.518889649
4440;-0.572205146
4445;-0.848955748
4450;-1.157617442
4455;-1.29070269
4460;-1.184374943
4465;-0.902470749
4470;-0.636515718
4475;-0.48227345
4480;-0.232258005
4485;0.049690878
4490;0.283769929
4495;0.390175882
4500;0.496594604
4505;0.539184756
4510;0.501984409
4515;0.321152224
4520;-0.051190885
4525;-0.471402867
4530;-0.811801686
4535;-0.928743055
4540;-0.854147645
4545;-0.699736198
4550;-0.577234248
4555;-0.454719529
4560;-0.268350705
4565;-0.161769188
4570;-0.246698915
4575;-0.475258883
4580;-0.655923484
4585;-0.756773645
4590;-0.745887101
4595;-0.591343183
4600;-0.37294516
4605;-0.186451845
4610;-0.143588612
4615;-0.244354342
4620;-0.392984956
4625;-0.493721798
4630;-0.48272034
4635;-0.344021842
4640;-0.20530898
4645;-0.242143836
4650;-0.454528005
4655;-0.666896214
4660;-0.703684785
4665;-0.51701431
4670;-0.218605535
4675;0.127700842
4680;0.442101234
4685;0.62883555
4690;0.640022148
4695;0.507583294
4700;0.343238135
4705;0.24275187
4710;0.254003906
4715;0.297194166
4720;0.340400388
4725;0.335743162
4730;0.235341487
4735;0.134956091
4740;0.130350258
4745;0.33324537
4750;0.71172395
4755;1.185980497
4760;1.676218127
4765;2.086670046
4770;2.353494915
4775;2.492653071
4780;2.53606518
4785;2.499707538
4790;2.39952452
4795;2.299341501
4800;2.183230069
4805;2.083110891
4810;1.998952048
4815;1.914809165
4820;1.734936197
4825;1.443358445
4830;1.087956912
4835;0.732574531
4840;0.44105264
4845;0.197432501
4850;-0.030208471
4855;-0.273789987
4860;-0.549271742
4865;-0.808772414
4870;-1.036331669
4875;-1.231951103
4880;-1.347748117
4885;-1.383722711
4890;-1.355833622
4895;-1.24812371
4900;-1.124432715
4905;-1.01667971
4910;-0.956786959
4915;-0.912833794
4920;-0.852897951
4925;-0.76102069
4930;-0.637200416
4935;-0.465478391
4940;-0.245851422
4945;-0.042164358
4950;0.049823029
4955;-0.033731077
4960;-0.197063872
4965;-0.328454132
4970;-0.411941045
4975;-0.575207285
4980;-0.818251257
4985;-0.917629875
4990;-0.857381208
4995;-0.797110198
5000;-0.688934244
5005;-0.469013605
5010;-0.153306221
5015;0.130503636
5020;0.254733293
5025;0.235344679
5030;0.184059336
5035;0.11683776
5040;0.017719615
5045;-0.209056467
5050;-0.531571731
5055;-0.838099529
5060;-0.969041304
5065;-0.90843353
5070;-0.895681223
5075;-0.866944641
5080;-0.790301519
5085;-0.777474199
5090;-0.780581676
5095;-0.703861944
5100;-0.483473668
5105;-0.167297848
5110;0.132943333
5115;0.305528653
5120;0.382376067
5125;0.363488607
5130;0.280786943
5135;0.18215048
5140;0.051620322
5145;-0.094843835
5150;-0.113598505
5155;0.043237316
5160;0.295861479
5165;0.628315243
5170;0.865034134
5175;0.974097483
5180;1.115108633
5185;1.351910517
5190;1.652580872
5195;1.905392568
5200;2.126315516
5205;2.331310051
5210;2.280971156
5215;2.118925881
5220;2.116515871
5225;2.305661793
5230;2.446958633
5235;2.380787087
5240;2.378504759
5245;2.535841735
5250;2.741091635
5255;2.834635155
5260;2.832464549
5265;2.846270238
5270;2.844163474
5275;2.746310664
5280;2.600608772
5285;2.423018132
5290;2.245443452
5295;2.115797656
5300;2.018088489
5305;1.856585866
5310;1.583378458
5315;1.166563155
5320;0.638054239
5325;0.045734949
5330;-0.466752025
5335;-0.723841091
5340;-0.645734407
5345;-0.392030528
5350;-0.154257138
5355;-0.123936333
5360;-0.205305788
5365;-0.206842768
5370;-0.096625488
5375;0.141306548
5380;0.475032192
5385;0.792829581
5390;0.967017478
5395;1.029514956
5400;1.108004688
5405;1.298248681
5410;1.552367529
5415;1.822478631
5420;2.172424922
5425;2.442601462
5430;2.569166913
5435;2.488295899
5440;2.215916833
5445;1.879728351
5450;1.735111761
5455;1.718193807
5460;1.685363399
5465;1.508923499
5470;1.236751917
5475;0.88481218
5480;0.532909152
5485;0.228919048
5490;0.020726861
5495;-0.027827828
5500;0.147097117
5505;0.497620853
5510;0.864138759
5515;1.007248693
5520;1.038669803
5525;1.13396896
5530;1.372946238
5535;1.64388249
5540;1.866960083
5545;1.978363217
5550;2.0099966
5555;2.009757195
5560;2.105311716
5565;2.216842533
5570;2.184794181
5575;1.993158447
5580;1.64196725
5585;1.083323627
5590;0.49279764
5595;0.029991037
5600;-0.416818523
5605;-0.879550113
5610;-1.230522653
5615;-1.246291464
5620;-0.910894614
5625;-0.607381723
5630;-0.3836322
5635;-0.159844372
5640;0.032060454
5645;0.112281084
5650;0.016976023
5655;-0.285774602
5660;-0.684249886
5665;-0.891161256
5670;-0.794787969
5675;-0.618574706
5680;-0.522124809
5685;-0.425635012
5690;-0.249303642
5695;-0.072933808
5700;0.055594446
5705;0.104360449
5710;0.105285031
5715;0.058368352
5720;0.011491525
5725;-0.067265974
5730;-0.130023126
5735;-0.192740217
5740;-0.271376784
5745;-0.429775123
5750;-0.667935232
5755;-0.922014178
5760;-1.096249956
5765;-1.174683828
5770;-1.17327453
5775;-1.107983994
5780;-0.978809028
5785;-0.849594161
5790;-0.736298132
5795;-0.702760681
5800;-0.653222996
5805;-0.507880211
5810;-0.266733923
5815;-0.073426663
5820;0.088002064
5825;0.440996779
5830;0.937677596
5835;1.19499649
5840;1.196991532
5845;1.151148664
5850;1.169190226
5855;1.155354212
5860;1.141561291
5865;1.175692466
5870;1.273708071
5875;1.387727104
5880;1.453909822
5885;1.408413293
5890;1.267199447
5895;1.030266687
5900;0.745496018
5905;0.428850964
5910;0.144169832
5915;-0.076625273
5920;-0.217574497
5925;-0.342518379
5930;-0.515298574
5935;-0.735915084
5940;-0.988405977
5945;-1.192972775
5950;-1.317691615
5955;-1.266800493
5960;-1.088182007
5965;-0.781836158
5970;-0.443523355
5975;-0.121123803
5980;0.121519245
5985;0.060961906
5990;-0.286834368
5995;-0.634586113
6000;-1.141893321
6005;-1.4895509
6010;-1.613717513
6015;-1.673999696
6020;-1.686337034
6025;-1.682682118
6030;-1.663018986
6035;-1.611387304
6040;-1.479907666
6045;-1.188775207
6050;-0.881634533
6055;-0.718088986
6060;-0.761979906
6065;-0.837742017
6070;-0.785775168
6075;-0.574155499
6080;-0.250765609
6085;0.120553485
6090;0.460000749
6095;0.735656472
6100;0.835796398
6105;0.728499858
6110;0.461651048
6115;0.115049245
6120;-0.215542747
6125;-0.450324053
6130;-0.509490609
6135;-0.313242337
6140;0.090539119
6145;0.574173001
6150;1.041896983
6155;1.413908436
6160;1.57848502
6165;1.583510929
6170;1.444943306
6175;1.258545754
6180;1.024318271
6185;0.806100599
6190;0.603895931
6195;0.417702671
6200;0.215600149
6205;0.013549163
6210;-0.188450079
6215;-0.358477117
6220;-0.464610148
6225;-0.458969766
6230;-0.309635302
6235;-0.016603723
6240;0.388201589
6245;0.809019745
6250;1.166050828
6255;1.39545031
6260;1.449338782
6265;1.327717843
6270;1.094425635
6275;0.797347952
6280;0.468400673
6285;0.139507978
6290;-0.173370755
6295;-0.486196501
6300;-0.783007646
6305;-1.095724861
6310;-1.376467143
6315;-1.60928054
6320;-1.74626809
6325;-1.739564749
6330;-1.589154558
6335;-1.390813887
6340;-1.272220623
6345;-1.233373169
6350;-1.258312787
6355;-1.31511881
6360;-1.308026037
6365;-1.125315321
6370;-0.766985067
6375;-0.360717948
6380;-0.066117787
6385;-0.026826477
6390;-0.258804829
6395;-0.650329387
6400;-1.089679087
6405;-1.417250585
6410;-1.728807484
6415;-1.78493998
6420;-1.537765474
6425;-1.194774696
6430;-0.915567799
6435;-0.891668795
6440;-1.075198275
6445;-1.306549706
6450;-1.442081673
6455;-1.481794177
6460;-1.425685622
6465;-1.289719533
6470;-1.121772127
6475;-0.953767264
6480;-0.865506615
6485;-0.920828326
6490;-1.151656257
6495;-1.478187142
6500;-1.740825616
6505;-1.811865064
6510;-1.723253287
6515;-1.554774402
6520;-1.338357056
6525;-1.185721995
6530;-1.12878829
6535;-1.13563687
6540;-1.094543797
6545;-0.989550333
6550;-0.916415293
6555;-0.970903875
6560;-1.121093813
6565;-1.28718184
6570;-1.389369477
6575;-1.363812194
6580;-1.162630583
6585;-0.881586652
6590;-0.600480475
6595;-0.431035989
6600;-0.421132602
6605;-0.443087638
6610;-0.417099425
6615;-0.295288557
6620;-0.189374183
6625;-0.211081833
6630;-0.328487649
6635;-0.461791553
6640;-0.531191875
6645;-0.488806015
6650;-0.462318244
6655;-0.451728563
6660;-0.568756118
6665;-0.781483435
6670;-1.042027913
6675;-1.302508549
6680;-1.4512046
6685;-1.456192205
6690;-1.333431697
6695;-1.162727941
6700;-0.960038079
6705;-0.77324471
6710;-0.586387499
6715;-0.447344259
6720;-0.372078514
6725;-0.344629931
6730;-0.396915986
6735;-0.512977942
6740;-0.724738062
6745;-1.000272486
6750;-1.243820804
6755;-1.311740007
6760;-1.124226827
6765;-0.840886203
6770;-0.589400811
6775;-0.481489798
6780;-0.533116692
6785;-0.664479819
6790;-0.827694987
6795;-1.086605126
6800;-1.393329236
6805;-1.556343303
6810;-1.432004318
6815;-1.052231354
6820;-0.624510354
6825;-0.436127336
6830;-0.4391997
6835;-0.378362098
6840;-0.285535197
6845;-0.336282676
6850;-0.482725128
6855;-0.61313702
6860;-0.631759538
6865;-0.522629156
6870;-0.317666542
6875;-0.128596591
6880;-0.067139408
6885;-0.181176955
6890;-0.343024321
6895;-0.47288239
6900;-0.538828895
6905;-0.508943169
6910;-0.431104619
6915;-0.305316435
6920;-0.163497692
6925;-0.021606809
6930;0.088433632
6935;0.134703758
6940;0.085283221
6945;-0.091748807
6950;-0.316590816
6955;-0.429637864
6960;-0.398971677
6965;-0.304390736
6970;-0.177817304
6975;-0.099053214
6980;-0.052137173
6985;-0.053029834
6990;-0.10173072
6995;-0.182279814
7000;-0.278715346
7005;-0.359118722
7010;-0.439448681
7015;-0.503744888
7020;-0.552005747
7025;-0.600194785
7030;-0.600427806
7035;-0.552706406
7040;-0.425109917
7045;-0.217636743
7050;-0.010089129
7055;0.165612382
7060;0.277546995
7065;0.293794615
7070;0.27819658
7075;0.278633894
7080;0.311066889
7085;0.375497163
7090;0.471923119
7095;0.616305091
7100;0.760763674
7105;0.9212592
7110;1.08182974
7115;1.290357892
7120;1.514924584
7125;1.787445697
7130;2.13984988
7135;2.540214867
7140;2.892762692
7145;3.037905973
7150;2.816057326
7155;2.259105498
7160;1.52666341
7165;0.794304316
7170;0.253545844
7175;-0.063687667
7180;-0.15739877
7185;-0.091428005
7190;0.070383291
7195;0.312075582
7200;0.601726922
7205;0.923378732
7210;1.245110344
7215;1.566920162
7220;1.824968443
7225;2.035213928
7230;2.165737542
7235;2.200578952
7240;2.155714452
7245;2.015151788
7250;1.778906918
7255;1.478906898
7260;1.163026345
7265;0.911068526
7270;0.723031847
7275;0.630840168
7280;0.602569628
7285;0.654183753
7290;0.753760279
7295;0.901299206
7300;1.048921126
7305;1.164703776
7310;1.184807413
7315;1.093271703
7320;0.906055385
7325;0.671042654
7330;0.452071655
7335;0.297026583
7340;0.285707514
7345;0.386195375
7350;0.534647233
7355;0.651261416
7360;0.688158517
7365;0.597457533
7370;0.554722141
7375;0.751476355
7380;1.123878836
7385;1.464445239
7390;1.693375487
7395;1.954310993
7400;2.24724697
7405;2.556239043
7410;2.609945568
7415;2.488168217
7420;2.143041947
7425;1.111707485
7430;-0.063186353
7435;-0.631500981
7440;-0.465553404
7445;-0.139916139
7450;0.217729258
7455;0.447778325
7460;0.550234095
7465;0.541053711
7470;0.484080105
