AICC-C14Be;C14Be 
4688.674943;-0.241698
4694.022102;-0.188888
4699.369261;-0.138079
4704.71642;-0.0912487
4710.355774;-0.0483961
4716.287321;-0.0134742
4722.218869;0.00758764
4728.150417;0.0207189
4733.995687;0.0278962
4739.663011;0.0152844
4745.324943;-0.0289751
4750.986875;-0.0732589
4756.648807;-0.0918731
4762.310739;-0.0630768
4767.97267;0.0585887
4773.634602;0.267194
4779.296534;0.469846
4784.958466;0.672475
4790.620398;0.879032
4796.28233;1.10138
4801.944261;1.31777
4807.53992;1.53019
4812.863125;1.74456
4818.156875;1.97866
4823.450625;2.2088
4828.744375;2.38951
4834.038125;2.49114
4839.331875;2.44647
4844.625625;2.21997
4849.919375;1.96576
4855.213125;1.6799
4860.506875;1.32683
4865.800625;0.847245
4871.094375;0.339965
4876.388125;-0.131758
4881.681875;-0.556068
4886.975625;-0.903319
4892.269375;-1.16758
4897.563125;-1.38047
4903.095511;-1.50445
4908.866534;-1.45649
4914.637557;-1.14766
4920.40858;-0.826992
4926.179602;-0.583428
4931.950625;-0.486139
4937.721648;-0.66162
4943.49267;-0.979426
4949.263693;-1.2261
4955.034716;-1.34037
4960.805739;-1.19969
4966.576761;-0.750711
4972.347784;-0.325464
4978.118807;0.00687011
4983.88983;0.171188
4989.660852;0.0449504
4995.431875;-0.182104
5001.189398;-0.403247
5006.822045;-0.628359
5012.424318;-0.8693
5018.026591;-1.11026
5023.628864;-1.28799
5029.231136;-1.3511
5034.833409;-1.18693
5040.435682;-0.67493
5046.037955;-0.157012
5051.640227;0.240326
5057.2425;0.414311
5062.844773;0.169272
5068.447045;-0.303073
5074.049318;-0.718115
5079.651591;-1.03633
5085.253864;-1.17272
5090.856136;-1.09171
5096.458409;-0.98898
5101.968682;-0.874403
5107.289205;-0.740076
5112.603977;-0.562278
5117.91875;-0.386471
5123.233523;-0.244275
5128.548295;-0.16336
5133.863068;-0.204997
5139.177841;-0.355352
5144.492614;-0.497812
5149.691848;-0.624471
5154.775543;-0.729401
5159.859239;-0.804694
5164.942935;-0.862208
5170.045117;-0.907874
5175.318295;-0.941691
5180.633068;-0.951801
5185.947841;-0.938201
5191.262614;-0.892988
5196.6825;-0.796395
5202.2075;-0.595058
5207.7325;-0.227709
5213.2575;0.171258
5218.7825;0.578123
5224.3075;1.01858
5229.8325;1.54797
5235.3575;2.10106
5240.8825;2.57512
5246.4075;2.92068
5251.9325;3.03498
5257.4575;2.86469
5262.9825;2.66671
5268.5075;2.46279
5274.0325;2.24505
5279.5575;2.00161
5285.0825;1.75222
5290.581633;1.50482
5295.8415;1.25741
5301.043167;1.00011
5306.244833;0.734911
5311.4465;0.479591
5316.648167;0.240081
5321.849833;0.0262633
5327.0515;-0.146049
5332.253167;-0.310457
5337.459509;-0.488699
5342.709101;-0.70647
5347.969213;-1.00923
5353.229326;-1.41673
5358.489438;-1.78273
5363.749551;-2.0598
5369.009663;-2.17479
5374.269775;-2.01305
5379.529888;-1.75845
5384.785435;-1.51964
5390.013596;-1.30059
5395.237191;-1.11909
5400.460787;-0.967237
5405.684382;-0.799563
5410.907978;-0.59433
5416.131573;-0.304106
5421.355169;0.120524
5426.578764;0.525396
5431.813044;0.845288
5437.09125;1.00905
5442.374205;0.886234
5447.657159;0.595427
5452.940114;0.302654
5458.223068;-0.00394558
5463.506023;-0.344135
5468.788977;-0.731747
5474.071932;-1.08377
5479.312696;-1.37057
5484.466444;-1.54469
5489.617556;-1.51127
5494.768667;-1.35926
5499.919778;-1.22304
5505.070889;-1.11645
5510.222;-1.0652
5515.373111;-1.07915
5520.524222;-1.08122
5525.675333;-1.0398
5530.826444;-0.913381
5535.977556;-0.618943
5541.128667;-0.24543
5546.279778;0.0628782
5551.430889;0.258545
5556.582;0.238801
5561.733111;-0.0378662
5566.884222;-0.31056
5572.117887;-0.531847
5577.521818;-0.65429
5582.930909;-0.606736
5588.34;-0.521611
5593.749091;-0.485873
5599.158182;-0.544982
5604.567273;-0.79776
5609.976364;-1.21456
5615.385455;-1.5839
5620.734444;-1.86428
5626.023333;-1.98651
5631.312222;-1.83202
5636.601111;-1.58856
5641.89;-1.35891
5647.178889;-1.15295
5652.467778;-0.982535
5657.756667;-0.849644
5663.045556;-0.74242
5668.351944;-0.676669
5673.675833;-0.693902
5678.999722;-0.855382
5684.323611;-1.06427
5689.6475;-1.26126
5694.971389;-1.44439
5700.295278;-1.61167
5705.619167;-1.76113
5710.943056;-1.88684
5716.266944;-1.9789
5721.590833;-2.0077
5726.914722;-1.92577
5732.238611;-1.80626
5737.5625;-1.69066
5742.886389;-1.57897
5748.210278;-1.47317
5753.534167;-1.37525
5758.858056;-1.29111
5764.288182;-1.23461
5769.824545;-1.23143
5775.360909;-1.31319
5780.897273;-1.39294
5786.390308;-1.43904
5791.705217;-1.42185
5797.00087;-1.28603
5802.296522;-1.03949
5807.592174;-0.798826
5813.008182;-0.566022
5818.544545;-0.337125
5824.080909;-0.114109
5829.617273;0.0931436
5835.110308;0.270799
5840.425217;0.393163
5845.72087;0.418733
5851.016522;0.355413
5856.312174;0.304004
5861.694659;0.282294
5867.163977;0.312026
5872.633295;0.422846
5878.102614;0.545581
5883.550055;0.664417
5888.907556;0.783311
5894.255333;0.908189
5899.603111;1.0351
5904.950889;1.13638
5910.298667;1.19819
5915.646444;1.18693
5920.994222;1.06307
5926.342;0.911606
5931.6827;0.748343
5936.994301;0.555497
5942.302757;0.29354
5947.611213;-0.0236943
5952.9195;-0.315169
5958.185;-0.567049
5963.417353;-0.755615
5968.649706;-0.845292
5973.882059;-0.905253
5979.114412;-0.943403
5984.346765;-0.945909
5989.579118;-0.873237
5994.811471;-0.737247
6000.043824;-0.607116
6005.295556;-0.488768
6010.566667;-0.388135
6015.837778;-0.313123
6021.108889;-0.261749
6026.38;-0.23402
6031.651111;-0.257597
6036.922222;-0.379921
6042.193333;-0.591105
6047.464444;-0.780468
6052.817935;-0.934175
6058.253804;-1.02653
6063.689674;-1.01998
6069.125543;-0.965913
6074.58118;-0.88409
6080.219659;-0.746841
6085.902614;-0.498826
6091.585568;-0.155855
6097.268523;0.151628
6102.827935;0.39793
6108.263804;0.52771
6113.699674;0.457961
6119.135543;0.325055
6124.571413;0.206077
6130.007283;0.11091
6135.443152;0.0553653
6140.879022;0.0513033
6146.314891;0.0690781
6151.752919;0.124502
6157.195398;0.257106
6162.638011;0.528159
6168.080625;0.826982
6173.504308;1.08638
6178.75288;1.2767
6183.958859;1.33865
6189.164837;1.24457
6194.370815;1.13083
6199.576793;1.00138
6204.782772;0.832506
6209.98875;0.582707
6215.194728;0.303369
6220.40302;0.073553
6225.687667;-0.0632606
6231.009333;-0.0299885
6236.331;0.26824
6241.652667;0.606112
6246.9972;0.930262
6252.408;1.2486
6257.823;1.5631
6263.238;1.85992
6268.650646;2.1035
6273.985598;2.2563
6279.28288;2.24712
6284.580163;1.98511
6289.877446;1.67774
6295.174728;1.36654
6300.472011;1.03966
6305.769293;0.6714
6311.066576;0.27362
6316.363859;-0.0845047
6321.661141;-0.373324
6326.958424;-0.539474
6332.255707;-0.494014
6337.552989;-0.383198
6342.856439;-0.299918
6348.216934;-0.265917
6353.591305;-0.330603
6358.965676;-0.513741
6364.340047;-0.667091
6369.714418;-0.741248
6375.088789;-0.663077
6380.46316;-0.294228
6385.837532;0.22102
6391.211903;0.655379
6396.586274;0.947575
6401.960645;0.973097
6407.335016;0.674628
6412.709387;0.380257
6418.083758;0.147307
6423.458129;0.0232108
6428.8325;0.100864
6434.206871;0.291327
6439.596236;0.458226
6445.373797;0.585751
6451.322146;0.642279
6457.270495;0.588282
6463.218844;0.518632
6469.167193;0.457048
6475.115542;0.407483
6481.063891;0.381797
6487.012241;0.370108
6492.96059;0.360562
6498.908939;0.35118
6504.857288;0.341963
6510.805637;0.330941
6516.753986;0.322062
6522.689034;0.313354
6528.569402;0.298889
6534.443859;0.276689
6540.318315;0.252687
6546.192772;0.266414
6551.864239;0.357399
6557.332717;0.606677
6562.801196;1.13877
6568.269674;1.7244
6573.738152;2.20151
6579.20663;2.48709
6584.675109;2.40722
6590.143587;1.88084
6595.612065;1.37244
6601.080543;0.963059
6606.549022;0.733719
6612.0175;0.83859
6617.485978;1.13537
6622.954457;1.41258
6628.422935;1.66429
6633.891413;1.87864
6639.359891;2.04379
