age;stackVKtr;stackFluxVKtr
5501;13.72502415;20.10504441
5496;13.32198755;19.71016765
5491;13.37198201;19.26610123
5486;13.39373546;18.88515217
5481;13.30366844;18.57228278
5476;13.16432368;18.29541761
5471;14.40856436;19.96786852
5466;17.02612628;23.55011299
5461;18.37333108;25.39771978
5456;19.08853961;26.38246707
5451;19.54033364;26.97069742
5446;21.15588309;27.54292326
5441;22.1791128;27.95423707
5436;22.8104672;28.27193384
5431;23.25578229;28.54245173
5426;22.80004814;28.77461561
5421;22.14535167;28.98948302
5416;21.9058677;29.2017612
5411;21.86217542;29.41038887
5406;21.3700274;29.19203225
5401;19.09553575;27.53445255
5396;17.87910026;26.69289019
5391;17.23842331;26.29565117
5386;16.86583669;26.10426338
5381;15.62341574;24.12251535
5376;14.63264041;22.54679761
5371;14.03743781;21.68348834
5366;13.6310023;21.15698664
5361;12.72618673;19.56184895
5356;11.28777321;16.83715495
5351;10.40747714;15.26369623
5346;9.808289568;14.26736666
5341;9.419442423;13.62315523
5336;12.35656971;16.49536091
5331;14.01585715;18.0733635
5326;14.80143765;18.76168654
5321;15.18230192;19.0400215
5316;16.97837434;21.02924181
5311;18.98853999;23.2899061
5306;20.08532968;24.47851264
5301;20.74333332;25.15366389
5296;21.42445562;25.96080493
5291;22.78575049;27.91681809
5286;23.65001805;29.09314171
5281;24.2426356;29.84440674
5276;24.70449464;30.39374987
5271;25.08225454;31.22895805
5266;25.42833069;31.93959035
5261;25.76028438;32.48081162
5256;26.08148075;32.93774115
5251;26.21267739;33.12209619
5246;26.15802349;33.05657907
5241;26.26009621;33.18193727
5236;26.43742169;33.39901383
5231;26.63763364;33.63339713
5226;26.45082835;32.94618547
5221;26.42879152;32.6409893
5216;26.51616;32.59257153
5211;26.65277141;32.66194105
5206;24.38622846;30.05834364
5201;21.6711528;26.96457764
5196;20.27652684;25.36284686
5191;19.513913;24.4757387
5186;18.3200177;23.18773741
5181;14.80178298;19.56489856
5176;12.76157918;17.44691623
5171;11.52747881;16.14984077
5166;10.67379907;15.24097454
5161;10.09937526;14.37011184
5156;9.600340414;13.62443923
5151;9.117789069;12.98719676
5146;8.649973095;12.40871524
5141;8.527606205;12.14324227
5136;8.744018491;12.17458867
5131;8.671618591;11.97192334
5126;8.45994259;11.65810819
5121;8.197061447;11.31844093
5116;8.297851072;11.83516849
5111;8.234348098;11.99655861
5106;8.063781791;11.92073675
5101;7.846124488;11.73782634
5096;8.700212242;12.64690985
5091;9.753329133;13.75137209
5086;10.21252918;14.2301382
5081;10.38904565;14.41112401
5076;10.0444884;14.02388299
5071;8.313827151;12.11101733
5066;7.311521477;11.0028537
5061;6.709066019;10.33640534
5056;6.293102155;9.876055226
5051;6.859630404;10.12019713
5046;7.299089973;10.29682167
5041;7.43455617;10.27705218
5036;7.42917034;10.16745968
5031;8.133907663;10.80048053
5026;9.570929344;12.18588785
5021;10.29504634;12.85743394
5016;10.6643116;13.17419949
5011;10.80547961;13.2618261
5006;8.171972312;10.49883534
5001;6.586865852;8.81634183
4996;5.72225886;7.876553577
4991;5.193077845;7.283125967
4986;4.964353935;6.847024726
4981;4.838105716;6.488588387
4976;4.671757778;6.173031561
4971;4.488344932;5.880744902
4966;4.749743234;6.141793358
4961;6.538778637;8.242566391
4956;7.456511434;9.304823859
4951;7.89975328;9.801599517
4946;8.122908784;10.03654662
4941;6.879723253;8.939258362
4936;5.847301721;8.01471088
4931;5.288648013;7.50390117
4926;4.951854294;7.186760559
4921;4.517033738;6.719076762
4916;3.933319377;6.057547072
4911;3.555547706;5.63448278
4906;3.281081075;5.330934155
4901;3.056325957;5.093960359
4896;2.862665119;5.295003489
4891;2.679775096;5.345905014
4886;2.50304997;5.293084696
4881;2.330790797;5.193402423
4876;2.967013587;6.047307238
4871;3.758090232;7.076272499
4866;4.114501137;7.572627194
4861;4.263690667;7.814396542
4856;4.896740552;8.386493179
4851;7.452284948;10.42567206
4846;8.862254015;11.56701475
4841;9.647361451;12.21864052
4836;10.13993895;12.64023041
4831;11.50561341;14.14298728
4826;12.60892309;15.36305904
4821;13.30567006;16.11793504
4816;13.80707923;16.65014911
4811;14.95150716;18.0100797
4806;16.77275726;20.23495935
4801;17.89831915;21.58297156
4796;18.67304727;22.48974018
4791;19.24076491;23.15062674
4786;18.05841585;22.19111828
4781;17.5022905;21.78721854
4776;17.3766131;21.76715327
4771;17.44687292;21.92056275
4766;16.7603851;21.32839413
4761;15.95284894;20.61340591
4756;15.61974368;20.35715363
4751;15.5119305;20.31801666
4746;14.81680702;19.55092363
4741;11.8249067;16.02227151
4736;10.19467866;14.11732662
4731;9.306611009;13.09727646
4726;8.7651438;12.4899538
4721;7.588416086;10.71679586
4716;6.645030061;9.298906329
4711;6.035805643;8.427740403
4706;5.587770179;7.818282152
4701;6.013818154;8.129497717
4696;7.262793291;9.285959805
4691;7.816708807;9.760426786
4686;8.02699088;9.898549909
4681;8.072222926;9.88110331
4676;7.698393245;9.66264413
4671;7.431949314;9.4672826
4666;7.246163329;9.295512132
4661;7.098586554;9.136040733
4656;6.983322503;8.870107375
4651;6.88026854;8.587435127
4646;6.775259515;8.370015532
4641;6.670277753;8.185210878
4636;6.677368428;8.096617216
4631;7.0627229;8.28733273
4626;7.234411791;8.32961637
4621;7.290116056;8.291802046
4616;7.292485877;8.217978912
4611;6.322365902;7.373512285
4606;5.521849488;6.666580923
4601;5.062654173;6.23330238
4596;4.764361333;5.929688796
4591;4.897465742;6.226333778
4586;5.417070177;7.083116484
4581;5.633971321;7.469074901
4576;5.700861891;7.621423862
4571;5.719311416;7.70563752
4566;6.572215169;9.431170478
4561;7.061778284;10.4517917
4556;7.30709755;10.99704969
4551;7.438286221;11.31969152
4546;6.779861049;11.08132869
4541;5.956624231;10.70556865
4536;5.520071009;10.55094077
4531;5.268120174;10.50032899
4526;5.498205072;10.92997077
4521;7.113697309;12.85157734
4516;7.980616609;13.94142198
4511;8.437867787;14.57541396
4506;8.704605982;14.99581364
4501;9.885134781;16.25724071
4496;10.83055719;17.28779291
4491;11.38689702;17.94646605
4486;11.75817844;18.42680665
4481;11.39447573;18.18336061
4476;10.3508903;17.268916
4471;9.867919159;16.90540132
4466;9.6625686;16.81367626
4461;9.547900048;16.8100945
4456;7.925282341;15.34657579
4451;6.960844518;14.51857935
4446;6.438820132;14.11712337
4441;6.123681906;13.91424748
4436;6.422025212;14.3907307
4431;6.865084974;15.02214253
4426;7.05198718;15.35669239
4421;7.117696918;15.54972557
4416;7.576410321;16.12754159
4411;9.530559718;18.20223328
4406;10.60492864;19.38948753
4401;11.19974789;20.09242024
4396;11.5707323;20.56845003
4391;11.92842574;20.83166342
4386;12.21629375;21.06087007
4381;12.44318094;21.29960294
4376;12.63884909;21.53961561
4371;12.50778666;21.45598729
4366;12.06189443;21.05262988
4361;11.88905139;20.93539005
4356;11.85066779;20.95873091
4351;11.82801586;20.99650724
4346;9.886301641;18.95076928
4341;8.741292638;17.7685244
4336;8.135780685;17.17095526
4331;7.782149997;16.84612115
4326;7.641539762;17.02083311
4321;7.576050661;17.32728959
4316;7.488172638;17.46285303
4311;7.391351833;17.51818158
4306;7.087356666;17.36902275
4301;6.088550388;16.63164223
4296;5.488711314;16.21485326
4291;5.108020677;15.97435525
4286;4.83089976;15.81674084
4281;4.640482143;15.25900996
4276;4.468873596;14.80533041
4271;4.298273242;14.52336992
4266;4.130278199;14.32370948
4261;3.637622624;13.71049556
4256;2.82591877;12.67181678
4251;2.314107018;12.05485821
4246;1.953512014;11.64981628
4241;1.706115864;11.3875144
4236;3.255036808;12.97902387
4231;4.11357653;13.86937461
4226;4.500124597;14.27937208
4221;4.668079677;14.46727218
4216;4.489714653;14.02976458
4211;4.217620851;13.44580842
4206;4.055951811;13.12331185
4201;3.94689648;12.92605899
4196;3.930220183;12.71557896
4191;4.156332446;12.28998306
4186;4.255561655;12.01708331
4181;4.285262824;11.8274708
4176;4.282741077;11.67771983
4171;4.845121317;11.82171374
4166;5.289635391;11.9239814
4161;5.518608499;11.93232197
4156;5.645878017;11.89760759
4151;5.780579398;11.91748654
4146;5.946439148;12.001629
4141;6.050236594;12.01586466
4136;6.122431526;11.99585682
4131;6.14445906;11.93119411
4126;4.676108221;10.60509668
4121;3.800341066;9.781781661
4116;3.328361127;9.301840037
4111;3.044500853;8.98284952
4106;2.730056006;8.782399962
4101;2.435591754;8.627475769
4096;2.226899207;8.469261458
4091;2.06050981;8.311266702
4086;2.380188072;8.593078732
4081;4.288730674;10.36310639
4076;5.302780744;11.28739328
4071;5.828851622;11.75085231
4066;6.128138277;12.00042939
4061;7.207037818;12.86277765
4056;8.065173572;13.54079421
4051;8.573176056;13.9339918
4046;8.91433854;14.19153225
4041;8.570479114;13.80229532
4036;7.591564237;12.80846357
4031;7.137710435;12.32299136
4026;6.943794326;12.08963435
4021;6.84769016;11.95144452
4016;5.896899584;10.9746259
4011;5.337655919;10.38260601
4006;5.039562975;10.04758604
4001;4.863513879;9.833110174
3996;5.213649972;10.02426345
3991;5.680002409;10.30921138
3986;5.905724963;10.41938709
3981;6.016900477;10.44695719
3976;6.093548612;10.44852134
3971;6.207581155;10.47206764
3966;6.274430433;10.46583222
3961;6.316099665;10.44417902
3956;6.345664796;10.41554801
3951;6.075977971;10.29834722
3946;5.8590225;10.19616946
3941;5.747358613;10.12478517
3936;5.684950936;10.06806214
3931;5.799622597;10.31576691
3926;6.07672249;10.85945795
3921;6.219553386;11.13618
3916;6.2953994;11.27989085
3911;6.327676415;11.3578029
3906;5.810833614;11.23954175
3901;5.502191376;11.17419587
3896;5.33654792;11.14727559
3891;5.237466085;11.137686
3886;4.752725142;10.78041209
3881;4.204308142;10.35936252
3876;3.889839896;10.13264448
3871;3.687941986;9.998880897
3866;3.486948473;9.818635626
3861;3.134392559;9.354118587
3856;2.896635175;9.07404403
3851;2.721766747;8.894526908
3846;2.577431957;8.762550899
3841;3.845878935;9.954938095
3836;4.856195286;10.91074451
3831;5.360951846;11.39734036
3826;5.62865363;11.66377948
3821;6.377140531;12.34559034
3816;7.654496006;13.4878792
3811;8.37129248;14.13736939
3806;8.807793785;14.54028934
3801;9.072575457;14.78271323
3796;7.579205981;13.08076701
3791;6.735751821;12.11046559
3786;6.339223929;11.64215456
3781;6.149200985;11.4062778
3776;4.764920651;10.03427399
3771;3.181871008;8.478299512
3766;2.320630983;7.622564046
3761;1.805665743;7.103098251
3756;1.581366875;6.885605065
3751;1.86969005;7.232052381
3746;1.949672479;7.339205789
3741;1.915616037;7.315643745
3736;1.831032733;7.233937627
3731;2.81515729;8.322908791
3726;3.582645932;9.17357172
3721;3.948869149;9.583755448
3716;4.127218439;9.787640958
3711;4.232232986;10.01493468
3706;4.309726637;10.31419124
3701;4.354528489;10.4834275
3696;4.382851845;10.58755797
3691;4.38450396;10.65001154
3686;3.597226208;10.24985346
3681;3.123341531;10.02156172
3676;2.862983812;9.911171888
3671;2.702069861;9.855093323
3666;1.901805557;9.161386733
3661;0.994579464;8.354236056
3656;0.471350922;7.91248304
3651;0.132899863;7.645903349
3646;-0.187276496;7.331429099
3641;-0.69925365;6.615162078
3636;-1.055318388;6.170841084
3631;-1.325904565;5.87493774
3626;-1.554638309;5.649698931
3621;-0.07193373;7.380044578
3616;1.100398319;8.761900703
3611;1.662622341;9.451874156
3606;1.939213681;9.817568604
3601;2.297994792;10.17313562
3596;2.805374488;10.59553036
3591;3.087951156;10.85536185
3586;3.258050286;11.03342853
3581;3.337606288;11.12550054
3576;1.808222213;9.213291183
3571;0.902662696;8.08945813
3566;0.423542979;7.503401814
3561;0.142613032;7.167469933
3556;1.838348328;8.747178081
3551;3.933488161;10.72193276
3546;5.026482723;11.74686045
3541;5.639866536;12.3175945
3536;5.836281926;12.45981735
3531;5.270466303;11.76518079
3526;5.026296459;11.44174933
3521;4.958924089;11.32237636
3516;4.971155882;11.29576045
3511;4.060006216;10.27849063
3506;3.346853556;9.476915969
3501;2.990041357;9.06085995
3496;2.800118437;8.825890262
3491;2.9071671;8.736902285
3486;3.266632164;8.748697508
3481;3.445578512;8.725237602
3476;3.534582883;8.684742354
3471;3.573954927;8.623880082
3466;3.24023311;7.979544442
3461;3.039979769;7.569103439
3456;2.932344682;7.318691779
3451;2.867773793;7.143731988
3446;3.047908181;7.350512214
3441;3.279978235;7.640592901
3436;3.394717563;7.752643128
3431;3.453392065;7.780440724
3426;3.238395559;7.650075318
3421;2.170842223;7.09575027
3416;1.577211099;6.76582316
3411;1.242698167;6.559348503
3406;1.028946672;6.410756932
3401;0.854066731;6.621892916
3396;0.710588601;6.783547987
3391;0.588178467;6.831306597
3386;0.476953576;6.82633628
3381;0.330358142;6.778167435
3376;0.146803551;6.700264482
3371;0.004109649;6.635047767
3366;-0.117289743;6.576548358
3361;-0.198694925;6.547084811
3356;0.97802816;7.623654549
3351;1.653803216;8.256263802
3346;1.988450101;8.586509268
3341;2.164327877;8.77555407
3336;3.727862381;10.35119413
3331;5.531557228;12.16865177
3326;6.523152746;13.1801082
3321;7.124487223;13.80397412
3316;7.232418181;13.93007431
3311;6.201039542;12.89885997
3306;5.723900365;12.43225566
3301;5.549377883;12.27374842
3296;5.512636125;12.25539558
3291;3.673899009;10.26480834
3286;2.21886166;8.690894898
3281;1.457521276;7.873265926
3276;1.022250575;7.411065342
3271;0.566305365;6.836829266
3266;0.013106671;6.068551182
3261;-0.346693902;5.591874156
3256;-0.608810381;5.261951783
3251;-0.846136054;4.975656417
3246;-2.050038247;3.550712295
3241;-2.840500455;2.618721957
3236;-3.350137294;2.020947382
3231;-3.726358935;1.581982495
3226;-4.389181379;0.858090772
3221;-5.084960188;0.105595481
3216;-5.571112445;-0.427891463
3211;-5.954059732;-0.853157639
3206;-6.05776492;-0.991093435
3201;-5.360339671;-0.308353257
3196;-5.089308327;-0.060765194
3191;-5.049475829;-0.048811736
3186;-5.114789433;-0.143645188
3181;-5.792397502;-0.689970578
3176;-6.383076614;-1.179951205
3171;-6.77600274;-1.530683108
3166;-7.074808238;-1.814540998
3161;-6.832978034;-1.456362375
3156;-6.081169223;-0.481963662
3151;-5.764933451;-0.04883596
3146;-5.664674308;0.115661155
3141;-5.634291217;0.181286309
3136;-4.38592311;1.264270823
3131;-3.668310822;1.886860429
3126;-3.307706757;2.201291192
3121;-3.114188582;2.371201806
3116;-2.864233334;2.461625696
3111;-2.627192457;2.516405204
3106;-2.483381331;2.559803099
3101;-2.385654341;2.596403953
3096;-2.47864704;2.450814844
3091;-3.152851269;1.699170975
3086;-3.509362054;1.289066407
3081;-3.693101601;1.064765418
3076;-3.797402774;0.926334753
3071;-3.577771813;1.070902019
3066;-3.39597579;1.18801707
3061;-3.311224177;1.225522931
3056;-3.272147143;1.225885091
3051;-3.258809551;1.159423188
3046;-3.260070405;1.03608385
3041;-3.262726321;0.953852072
3036;-3.266365326;0.892133138
3031;-3.273312184;0.836961669
3026;-3.384691509;0.660628071
3021;-3.45507163;0.537024096
3016;-3.497714191;0.448948888
3011;-3.527708092;0.377564865
3006;-4.521554908;-0.563314249
3001;-5.695742697;-1.665717422
2996;-6.342020572;-2.289195863
2991;-6.73527458;-2.682797092
2986;-6.806062657;-2.757973416
2981;-6.12796852;-2.067041724
2976;-5.816639058;-1.757519546
2971;-5.706005603;-1.65642444
2966;-5.687280629;-1.650746276
2961;-5.698393318;-1.711187723
2956;-5.731107916;-1.787260506
2951;-5.777126817;-1.864179244
2946;-5.829279145;-1.941286347
2941;-5.605034782;-1.757990081
2936;-5.107476052;-1.318461626
2931;-4.862844679;-1.11397042
2926;-4.744312716;-1.026536829
2921;-4.68823836;-1.001118701
2916;-4.81575703;-1.325825615
2911;-4.894321188;-1.532333475
2906;-4.93732498;-1.656190317
2901;-4.964376533;-1.741880591
2896;-6.130977491;-2.831164074
2891;-7.510915181;-4.104791605
2886;-8.26677439;-4.819519539
2881;-8.723634345;-5.26615205
2876;-8.85610088;-5.34506304
2871;-8.295682754;-4.542594946
2866;-8.059165729;-4.178351578
2861;-8.000035237;-4.053681729
2856;-8.021646407;-4.038764795
2851;-7.590299251;-3.472891528
2846;-7.268699934;-3.044802898
2841;-7.133160433;-2.847069327
2836;-7.084839507;-2.757708069
